title_type,primary_title,genres,runtime_minutes,num_votes,average_rating
movie,Honeymoon Abroad,Comedy,85.0,11,6.6
movie,Moral,Comedy,82.0,25,7.7
movie,The Five O'Clock Girl,Musical,,60,8.1
movie,Across the Plains,Western,,33,5.2
movie,Krásná vyzvedacka,Adventure,,11,5.0
movie,The Spieler,"Crime,Drama",62.0,53,6.8
short,The Torture Cage,"Crime,Short",30.0,8,6.0
short,Kurama Tengu: Kyôfu jidai,"Drama,Short",39.0,32,7.2
short,Gus Arnheim and His Ambassadors,"Music,Short",10.0,70,6.3
movie,The Actress,"Comedy,Drama",70.0,28,6.2
movie,Company and the Crazy,"Comedy,Drama",,10,5.2
short,The Beau Brummels,"Comedy,Short",9.0,258,7.1
short,Fandango,"Comedy,Short",20.0,27,5.8
short,All Parts,"Comedy,Short",20.0,12,6.8
short,Idle Eyes,"Comedy,Short",,29,5.3
short,"Cook, Papa, Cook","Comedy,Short",10.0,50,5.2
short,The Sex Life of the Polyp,"Comedy,Short",11.0,327,5.4
short,A Laugh or Two,"Comedy,Short",8.0,15,3.8
short,Barnyard Rivals,"Comedy,Short",,11,4.8
movie,Doomsday,"Drama,Romance",60.0,117,6.5
movie,Afterwards,"Drama,Romance",65.0,9,4.2
movie,Yellow Lily,"Drama,Romance",65.0,32,6.9
movie,Drums of Love,"Drama,Romance",100.0,93,5.5
movie,Show People,"Comedy,Romance",83.0,3871,7.6
movie,The Devil's Playground,"Adventure,Drama",,11,6.3
movie,The Yellow Cameo,"Action,Adventure",200.0,19,5.9
short,Film 27,"Documentary,Short",15.0,48,4.6
short,The Lure of Labrador,"Documentary,Short",14.0,13,7.2
short,The Cowboy and the Girl,"Comedy,Music,Short",8.0,84,6.0
movie,The Cameraman,"Comedy,Drama,Family",76.0,12175,8.0
movie,Across to Singapore,"Crime,Drama,Romance",85.0,1162,6.2
movie,Two Lovers,"Action,Drama,History",98.0,33,7.1
short,Rival Romeos,"Animation,Comedy,Short",6.0,228,5.8
short,Draggin' the Dragon,"Animation,Comedy,Short",7.0,14,6.4
short,Dinner Time,"Animation,Comedy,Short",6.0,75,5.7
short,Neck 'n' Neck,"Animation,Comedy,Short",6.0,30,6.1
movie,Hangman's House,"Drama,Romance,Thriller",71.0,519,6.6
movie,Partners in Crime,"Action,Adventure,Comedy",65.0,42,2.3
short,Steamboat Willie,"Animation,Comedy,Family",8.0,9837,7.5
movie,Adventures Inc.,,76.0,27,6.7
movie,The Wolf of Wall Street,Drama,90.0,52,6.6
movie,Madame X,Drama,95.0,527,5.6
movie,The Wonderful Lies of Nina Petrovna,Drama,102.0,265,7.2
movie,Big Time,Drama,87.0,74,7.6
movie,Hell of a Reporter,Drama,54.0,36,6.7
movie,Atlantic,Drama,90.0,263,5.2
movie,High Treason,Sci-Fi,95.0,177,6.1
movie,Trent's Last Case,Mystery,66.0,67,6.9
movie,Hawk of the Hills,Western,58.0,36,5.1
movie,'Neath Western Skies,Western,60.0,18,6.7
movie,The Love Racket,"Crime,Drama",74.0,14,6.4
movie,Turksib,Documentary,57.0,437,7.2
movie,"Nürnberg NSDAP Parteitag August 1-4, 1929",Documentary,60.0,7,7.3
movie,Diary of a Lost Girl,"Drama,Music",104.0,4596,7.8
short,Two Americans,"Drama,Short",,12,6.7
short,For Your Beautiful Eyes,"Drama,Short",8.0,84,6.2
short,Jack White with the Montrealers,"Music,Short",8.0,16,3.7
short,Impressions of Tschaikowsky's Overture 1812,"Music,Short",,10,4.8
movie,Konstgjorda Svensson,"Comedy,Drama",81.0,44,5.9
short,Springtime Saps,"Comedy,Short",,12,7.1
short,Perfect Day,"Comedy,Short",19.0,1665,7.1
short,Dooley's the Name,"Comedy,Short",8.0,13,4.5
short,Snappy Sneezer,"Comedy,Short",20.0,26,6.8
short,Stepping Out,"Comedy,Short",20.0,14,7.1
short,A Hollywood Star,"Comedy,Short",20.0,15,6.4
short,Helter Skelter,"Comedy,Short",20.0,18,5.9
movie,Broadway Babies,"Drama,Musical",86.0,215,6.1
movie,Nihonbashi,"Drama,Romance",77.0,14,8.0
movie,Coquette,"Drama,Romance",76.0,2240,5.6
short,The Singing Brakeman,"Musical,Short",8.0,51,7.9
movie,The Rocket Bus,"Comedy,Fantasy",65.0,15,7.0
movie,Blackmail,"Crime,Thriller",85.0,11227,6.9
short,Two Worlds,"Animation,Short",15.0,25,6.4
short,Tarô-san no kisha,"Animation,Short",15.0,66,6.2
short,Barco pesquero,"Documentary,Short",1.0,27,4.1
short,The Mysteries of the Chateau de De,"Documentary,Short",27.0,678,6.2
short,"Iglesia, Portería y Convento de San Francisco","Documentary,Short",1.0,27,4.3
short,Lag baomer shel Hashomer Hatsair be-Varsha,"Documentary,Short",10.0,5,6.2
short,Arco de Santo Domingo El Tranvía,"Documentary,Short",1.0,27,4.0
short,Vuelo de avión,"Documentary,Short",1.0,27,4.2
short,Baile de Pasillo 'al taconeo',"Documentary,Short",1.0,27,4.2
short,Catedral y Plaza Grande,"Documentary,Short",1.0,27,4.3
short,Black and Tan Fantasy,"Drama,Music,Short",19.0,574,6.5
movie,Woman to Woman,"Drama,Romance,War",75.0,114,6.4
movie,Seven Footprints to Satan,"Comedy,Crime,Drama",60.0,436,6.7
short,The Melancholy Dame,"Comedy,Drama,Music",21.0,33,6.6
movie,The Man I Love,"Action,Comedy,Drama",70.0,68,5.7
short,"Cat, Dog & Co.","Comedy,Family,Short",20.0,63,6.7
movie,Der gefesselte Polo,"Action,Adventure,Crime",,9,5.0
movie,The Sin Sister,"Action,Adventure,Drama",67.0,19,5.6
short,The Big Burg,"Animation,Comedy,Short",6.0,23,4.4
short,Land o' Cotton,"Animation,Comedy,Short",6.0,18,5.3
short,Custard Pies,"Animation,Comedy,Short",6.0,30,4.0
short,Night Club,"Animation,Comedy,Short",7.0,25,5.0
short,The Under Dog,"Animation,Comedy,Short",,12,4.5
movie,Disraeli,"Biography,Drama,History",90.0,1275,6.1
movie,Wine Cellars,,87.0,32,6.0
movie,Thirteen Men and a Girl,Drama,79.0,30,6.4
movie,Love Comes Along,Drama,77.0,54,6.6
movie,Cities and Years,Drama,94.0,38,6.8
movie,Junjô,Drama,46.0,9,5.8
short,The Voice of Hollywood No. 3,Short,,12,6.4
short,El carretero,Short,,16,6.8
movie,Der falsche Feldmarschall,Comedy,86.0,20,6.7
movie,School for Scandal,Comedy,76.0,28,4.9
movie,Check and Double Check,Comedy,77.0,412,5.0
